threshold,cutoff,scope,event,N,n,missing,pi,width,observed_rate,q_median,q_lo,q_hi,lower_median,upper_median,lower_lo,lower_hi,upper_lo,upper_hi
1000000000.0,10,joint_tape,loss20,68,60,8,0.8823529411764706,0.11764705882352944,0.3333333333333333,0.3346350970552723,0.22286285328457153,0.45574522092454606,0.29526626210759316,0.4129133209311226,0.19664369407462193,0.4021281361098936,0.31429075289815134,0.519775194933423
1000000000.0,20,endpoint,positive,68,64,4,0.9411764705882353,0.05882352941176472,0.375,0.3754068085568354,0.2659726959662583,0.4978385124314475,0.3533240551123157,0.4121475845240804,0.2503272432623607,0.4685538940531271,0.30915077267412544,0.5273774234648918
1000000000.0,20,endpoint,loss20,68,64,4,0.9411764705882353,0.05882352941176472,0.21875,0.21961833806360748,0.1302952417688116,0.33079614426053827,0.20669961229515998,0.2655231417069247,0.1226308157824109,0.31133754753933013,0.1814543451941756,0.37016107695109485
1000000000.0,20,joint_tape,positive,68,60,8,0.8823529411764706,0.11764705882352944,0.4,0.4001817374132115,0.28381376252608487,0.5257965704541053,0.3531015330116572,0.47074859183518664,0.2504239081112513,0.4639381504006812,0.36807096693478075,0.5815852092242106
1000000000.0,20,joint_tape,loss20,68,60,8,0.8823529411764706,0.11764705882352944,0.2,0.20189286364023512,0.1146482629962439,0.31180949141525893,0.17814076203550155,0.295787820859031,0.10116023205550932,0.2751260218369932,0.21880729087903875,0.39277308066052263
2000000000.0,1,endpoint,positive,21,21,0,1.0,0.0,0.47619047619047616,0.4763905768576351,0.27672024615035007,0.6830957669142999,0.4763905768576351,0.4763905768576351,0.27672024615035007,0.6830957669142999,0.27672024615035007,0.6830957669142999
2000000000.0,1,endpoint,loss20,21,21,0,1.0,0.0,0.38095238095238093,0.38115792246762725,0.20312297005783175,0.5870311245922888,0.38115792246762725,0.38115792246762725,0.20312297005783175,0.5870311245922888,0.20312297005783175,0.5870311245922888
2000000000.0,1,joint_tape,positive,21,20,1,0.9523809523809523,0.04761904761904767,0.5,0.49952726369134653,0.29385541924463726,0.706712525141962,0.4757402511346157,0.5233592987536634,0.27986230404251167,0.6730595477542496,0.32748135166155934,0.7206785953732973
2000000000.0,1,joint_tape,loss20,21,20,1,0.9523809523809523,0.04761904761904767,0.35,0.3538635763530591,0.17278057991536436,0.5666607674220607,0.33701292986005627,0.38463197747910394,0.16455293325272793,0.5396769213543435,0.2121719808717756,0.5872959689733912
2000000000.0,5,endpoint,positive,21,21,0,1.0,0.0,0.3333333333333333,0.33545299630388326,0.16321237883208792,0.5444431455246744,0.33545299630388326,0.33545299630388326,0.16321237883208792,0.5444431455246744,0.16321237883208792,0.5444431455246744
